added,created,id,metadata,source,text
2024-08-12T18:18:06.469736,2020-12-16 01:31:52,2012.08686,"{'authors': 'J. H. Yoon, Crystal L. Martin, S. Veilleux, M. Melendez, T. Mueller,\n  K. D. Gordon, G. Cecil, J. Bland-Hawthorn, C. Engelbracht', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1395497', 'submitter': 'Crystal Martin', 'url': 'https://arxiv.org/abs/2012.08686'}",arxiv-abstracts,"  We present deep far-infrared observations of the nearby edge-on galaxy NGC
891 obtained with the Herschel Space Observatory and the Spitzer Space
Telescope. The maps confirm the detection of thermal emission from the inner
circumgalactic medium (halo) and spatially resolve a dusty superbubble and a
dust spur (filament). The dust temperature of the halo component is lower than
that of the disk but increases across a region of diameter ~8.0 kpc extending
at least 7.7 kpc vertically from one side of the disk, a region we call a
superbubble because of its association with thermal X-ray emission and a
minimum in the synchrotron scaleheight. This outflow is breaking through the
thick disk and developing into a galactic wind, which is of particular interest
because NGC 891 is not considered a starburst galaxy; the star formation rate
surface density, 0.03 Msun/year per square kiloparsec, and gas fraction, just
10% in the inner disk, indicate the threshold for wind formation is lower than
previous work has suggested. We conclude that the star formation surface
density is sufficient for superbubble blowout into the halo, but the cosmic ray
electrons may play a critical role in determining whether this outflow develops
into a fountain or escapes from the gravitational potential. The high
dust-to-gas ratio in the dust spur suggests the material was pulled out of NGC
891 through the collision of a minihalo with the disk of NGC 891. We conclude
that NGC 891 offers an example of both feedback and satellite interactions
transporting dust into the halo of a typical galaxy.
"
2024-08-12T18:19:02.820599,2024-07-08 15:22:49,2407.06025,"{'authors': 'Aoyu Pang, Maonan Wang, Man-On Pun, Chung Shue Chen and Xi Xiong', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:155682', 'submitter': 'Aoyu Pang', 'url': 'https://arxiv.org/abs/2407.06025'}",arxiv-abstracts,"  Urban congestion remains a critical challenge, with traffic signal control
(TSC) emerging as a potent solution. TSC is often modeled as a Markov Decision
Process problem and then solved using reinforcement learning (RL), which has
proven effective. However, the existing RL-based TSC system often overlooks
imperfect observations caused by degraded communication, such as packet loss,
delays, and noise, as well as rare real-life events not included in the reward
function, such as unconsidered emergency vehicles. To address these
limitations, we introduce a novel integration framework that combines a large
language model (LLM) with RL. This framework is designed to manage overlooked
elements in the reward function and gaps in state information, thereby
enhancing the policies of RL agents. In our approach, RL initially makes
decisions based on observed data. Subsequently, LLMs evaluate these decisions
to verify their reasonableness. If a decision is found to be unreasonable, it
is adjusted accordingly. Additionally, this integration approach can be
seamlessly integrated with existing RL-based TSC systems without necessitating
modifications. Extensive testing confirms that our approach reduces the average
waiting time by $17.5\%$ in degraded communication conditions as compared to
traditional RL methods, underscoring its potential to advance practical RL
applications in intelligent transportation systems. The related code can be
found at \url{https://github.com/Traffic-Alpha/iLLM-TSC}.
"
2024-08-12T18:18:45.977686,2023-08-15 19:46:38,2308.08008,"{'authors': ""Ernesto Arganda, Leandro Da Rold, Aurelio Juste, Anibal D. Medina,\n  Rosa M. Sand\\'a Seoane"", 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1869815', 'submitter': 'Leandro Da Rold', 'url': 'https://arxiv.org/abs/2308.08008'}",arxiv-abstracts,"  We study the impact of new physics models in the charge asymmetry defined for
LHC final states consisting of two same-sign leptons (2SS$l$, with $l= e, \mu$)
plus jets ($N_\text{jets}\geq2$), with a center-of-mass energy of $\sqrt{s}=13$
TeV, where the main SM contribution is $t\bar{t}W$ production. Concretely, we
consider three different new physics sources for the charge asymmetries: a
heavy neutral scalar/pseudoscalar arising from the general two Higgs doublet
model, an effective theory with dimension-6 four-quark operators, and a
simplified $R$-parity-violating supersymmetric model with electroweakino
production (higgsino-like or wino-like). We propose measuring the charge
asymmetries differentially with respect to several kinematic observables, and
inclusively/exclusively with the number of $b$-tagged jets in the final state
($N_b\geq\{1, 2, 3\}$). Results are compared with the SM prediction using the
$\chi^2$ criteria, expressing sensitivity in terms of the normal Gaussian
significance. We show that some of the proposed new physics scenarios can be
probed at the LHC even for the already recorded integrated luminosity of 139
fb$^{-1}$. Finally, we also estimate the prospects for the potential LHC
sensitivity to the considered new physics models in its high-luminosity phase.
"
2024-08-12T18:18:53.613540,2024-01-20 01:04:11,2401.11073,"{'authors': 'Audrey Baumheckel, Carmen Caprau, Conor Righetti', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:42491', 'submitter': 'Carmen Caprau', 'url': 'https://arxiv.org/abs/2401.11073'}",arxiv-abstracts,"  A colored link, as defined by Francesca Aicardi, is an oriented classical
link together with a coloration, which is a function defined on the set of link
components and whose image is a finite set of colors. An oriented classical
link can be regarded as a colored link with its components colored with a sole
color. Aicardi constructed an invariant $F(L)$ of colored links $L$ defined via
skein relations. When the components of a colored link are colored with the
same color or when the colored link is a knot, $F(L)$ is a specialization of
the HOMFLY-PT polynomial. Aicardi also showed that $F(L)$ is a stronger
invariant than the HOMFLY-PT polynomial when evaluated on colored links whose
components have different colors. In this paper, we provide a state-sum model
for the invariant $F(L)$ of colored links using a graphical calculus for
oriented, colored, 4-valent planar graphs. We also extend $F(L)$ to an
invariant of oriented colored singular links.
"
2024-08-12T18:18:32.920614,2022-10-20 11:47:07,2210.11179,"{'authors': 'Pawe{\\l} A. Pierzchlewicz, R. James Cotton, Mohammad Bashiri, Fabian\n  H. Sinz', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1714853', 'submitter': 'Pawe{\\l} Pierzchlewicz', 'url': 'https://arxiv.org/abs/2210.11179'}",arxiv-abstracts,"  Due to depth ambiguities and occlusions, lifting 2D poses to 3D is a highly
ill-posed problem. Well-calibrated distributions of possible poses can make
these ambiguities explicit and preserve the resulting uncertainty for
downstream tasks. This study shows that previous attempts, which account for
these ambiguities via multiple hypotheses generation, produce miscalibrated
distributions. We identify that miscalibration can be attributed to the use of
sample-based metrics such as minMPJPE. In a series of simulations, we show that
minimizing minMPJPE, as commonly done, should converge to the correct mean
prediction. However, it fails to correctly capture the uncertainty, thus
resulting in a miscalibrated distribution. To mitigate this problem, we propose
an accurate and well-calibrated model called Conditional Graph Normalizing Flow
(cGNFs). Our model is structured such that a single cGNF can estimate both
conditional and marginal densities within the same model - effectively solving
a zero-shot density estimation problem. We evaluate cGNF on the Human~3.6M
dataset and show that cGNF provides a well-calibrated distribution estimate
while being close to state-of-the-art in terms of overall minMPJPE.
Furthermore, cGNF outperforms previous methods on occluded joints while it
remains well-calibrated.
"
2024-08-12T18:19:25.920189,2007-01-28 21:40:31,math/0701821,"{'authors': 'V. Britik, S. Favorov', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:518720', 'submitter': 'Sergey Favorov', 'url': 'https://arxiv.org/abs/math/0701821'}",arxiv-abstracts,"  A continuous solution of an algebraic equation with holomorphic almost
periodic coefficients is also almost periodic.
"
2024-08-12T18:18:16.768428,2021-09-11 14:02:55,2109.05284,"{'authors': 'Brian Hu Zhang, Tuomas Sandholm', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1521993', 'submitter': 'Brian Zhang', 'url': 'https://arxiv.org/abs/2109.05284'}",arxiv-abstracts,"  Despite the many recent practical and theoretical breakthroughs in
computational game theory, equilibrium finding in extensive-form team games
remains a significant challenge. While NP-hard in the worst case, there are
provably efficient algorithms for certain families of team game. In particular,
if the game has common external information, also known as A-loss recall --
informally, actions played by non-team members (i.e., the opposing team or
nature) are either unknown to the entire team, or common knowledge within the
team -- then polynomial-time algorithms exist (Kaneko & Kline 1995). In this
paper, we devise a completely new algorithm for solving team games. It uses a
tree decomposition of the constraint system representing each team's strategy
to reduce the number and degree of constraints required for correctness
(tightness of the mathematical program). Our approach has the bags of the tree
decomposition correspond to team-public states. Our algorithm reduces the
problem of solving team games to a linear program with at most $O(NW^{w+1})$
nonzero entries in the constraint matrix, where $N$ is the size of the game
tree, $w$ is a parameter that depends on the amount of uncommon external
information, and $W$ is the treewidth of the tree decomposition. In
public-action games, our program size is bounded by the tighter $2^{O(nt)}N$
for teams of $n$ players with $t$ types each. Our algorithm is based on a new
way to write a custom, concise tree decomposition, and its fast run time does
not assume that the decomposition has small treewidth. Since our algorithm
describes the polytope of correlated strategies directly, we get equilibrium
finding in correlated strategies for free -- instead of, say, having to run a
double oracle algorithm. We show via experiments on a standard suite of games
that our algorithm achieves state-of-the-art performance on all benchmark game
classes except one.
"
2024-08-12T18:19:18.111577,2000-04-24 20:40:17,hep-ph/0004218,"{'authors': 'W. Lee and D. Weingarten', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:377754', 'submitter': 'Don Weingarten', 'url': 'https://arxiv.org/abs/hep-ph/0004218'}",arxiv-abstracts,"  In a recent article we presented an argument which, we believe, shows to be
incorrect an estimate, by Boglione and Pennington, of corrections to the
valence (quenched) approximation predictions for properties of the lightest
scalar glueball. Boglione and Pennington's reply to our article, it appears to
us, fails to address the specific technical issues we raised.
"
2024-08-12T18:18:07.544485,2021-01-17 01:04:53,2101.06564,"{'authors': 'Sharare Zehtabian, Siavash Khodadadeh, Ladislau B\\""ol\\""oni and Damla\n  Turgut', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1409163', 'submitter': 'Sharare Zehtabian', 'url': 'https://arxiv.org/abs/2101.06564'}",arxiv-abstracts,"  The daily activities performed by a disabled or elderly person can be
monitored by a smart environment, and the acquired data can be used to learn a
predictive model of user behavior. To speed up the learning, several
researchers designed collaborative learning systems that use data from multiple
users. However, disclosing the daily activities of an elderly or disabled user
raises privacy concerns. In this paper, we use state-of-the-art deep neural
network-based techniques to learn predictive human activity models in the
local, centralized, and federated learning settings. A novel aspect of our work
is that we carefully track the temporal evolution of the data available to the
learner and the data shared by the user. In contrast to previous work where
users shared all their data with the centralized learner, we consider users
that aim to preserve their privacy. Thus, they choose between approaches in
order to achieve their goals of predictive accuracy while minimizing the shared
data. To help users make decisions before disclosing any data, we use machine
learning to predict the degree to which a user would benefit from collaborative
learning. We validate our approaches on real-world data.
"
2024-08-12T18:17:44.781550,2019-04-18 14:37:34,1904.08811,"{'authors': 'Liangquan Zhang, Xun Li', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1112905', 'submitter': 'Xun Li', 'url': 'https://arxiv.org/abs/1904.08811'}",arxiv-abstracts,"  In this paper, we establish a general stochastic maximum principle for
optimal control for systems described by a continuous-time Markov
regime-switching stochastic recursive utilities model. The control domain is
postulated not to be convex, and the diffusion terms depend on control
variables. To this end, we first study a kind of classical forward stochastic
optimal control problems. Afterwards, based on previous results, we introduce
two groups of new first and second-order adjoint equations. The corresponding
variational equations for forward-backward stochastic differential equations
are derived. In particular, the generator in the maximum principle contains
solutions of second-order adjoint equation which is novel. Some interesting
examples are concluded as well.
"
2024-08-12T18:17:27.647566,2017-08-26 14:51:18,1708.07981,"{'authors': 'Mahdis Ghodrati', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:882131', 'submitter': 'Mahdis Ghodrati', 'url': 'https://arxiv.org/abs/1708.07981'}",arxiv-abstracts,"  To study the effect of parity-violation on the rate of complexity growth, by
using ""Complexity=Action"" conjecture, we find the complexity growth rates in
different solutions of the chiral theory of Topologically Massive Gravity (TMG)
and parity-preserving theory of New Massive Gravity (NMG). Using the results,
one can see that decreasing the parameter $\mu$, which increases the effect of
Chern-Simons term and increases chirality, would increase the rate of growth of
complexity. Also one can observe a stronger correlation between complexity
growth and temperature rather than complexity growth and entropy. At the end we
comment on the possible meaning of the deforming term of chiral Liouville
action for the rate of complexity growth of warped CFTs in the Tensor Network
Renormalization picture.
"
2024-08-12T18:17:43.360461,2019-03-06 17:45:00,1903.02515,"{'authors': ""Marcin Bria\\'nski, Adam Szady"", 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1093963', 'submitter': ""Marcin Bria\\'nski"", 'url': 'https://arxiv.org/abs/1903.02515'}",arxiv-abstracts,"  We present a family of 3-connected cubic planar Hamiltonian graphs with an
exponential number of steps required by Thomason's algorithm. The base of the
exponent is approximately $1.1812...$, which exceeds previous results in the
area.
"
2024-08-12T18:19:02.981594,2024-07-10 19:41:37,2407.08013,"{'authors': 'Sam Hopkins', 'full_text_license': 'Creative Commons - Attribution - https://creativecommons.org/licenses/by/4.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:157670', 'submitter': 'Samuel Hopkins', 'url': 'https://arxiv.org/abs/2407.08013'}",arxiv-abstracts,"  A poset is called upper homogeneous, or ""upho,"" if every principal order
filter of the poset is isomorphic to the whole poset. We study (finite type
$\mathbb{N}$-graded) upho lattices, with an eye towards their classification.
Any upho lattice has associated to it a finite graded lattice called its core,
which determines its rank generating function. We investigate which finite
graded lattices arise as cores of upho lattices, providing both positive and
negative results. On the one hand, we show that many well-studied finite
lattices do arise as cores, and we present combinatorial and algebraic
constructions of the upho lattices into which they embed. On the other hand, we
show there are obstructions which prevent many finite lattices from being
cores.
"
2024-08-12T18:19:20.559081,1998-01-07 17:06:54,hep-ph/9801232,"{'authors': 'Minos Axenides, Leandros Perivolaropoulos and Mark Trodden', 'full_text_license': 'None', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0001.json.gz:420828', 'submitter': 'Mark Trodden', 'url': 'https://arxiv.org/abs/hep-ph/9801232'}",arxiv-abstracts,"  We demonstrate the existence of global monopole and vortex configurations
whose core exhibits a phase structure. We determine the critical values of
parameters for which the transition from the symmetric to the non-symmetric
phase occurs and discuss the novel dynamics implied by the non-symmetric cores
for defect interactions. We model phase transitions in the core of global
embedded topological defects by identifying the relevant parameters with the
vacuum expectation value of a dynamical scalar field. Finally, we argue that
superheavy defects that undergo a core phase transition in the very early
universe provide a novel realization for topological inflation.
"
2024-08-12T18:17:55.081677,2020-02-27 16:50:30,2002.12253,"{'authors': 'Achille Thin, Nikita Kotelevskii, Jean-Stanislas Denain, Leo\n  Grinsztajn, Alain Durmus, Maxim Panov and Eric Moulines', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1248678', 'submitter': 'Maxim Panov', 'url': 'https://arxiv.org/abs/2002.12253'}",arxiv-abstracts,"  In this contribution, we propose a new computationally efficient method to
combine Variational Inference (VI) with Markov Chain Monte Carlo (MCMC). This
approach can be used with generic MCMC kernels, but is especially well suited
to \textit{MetFlow}, a novel family of MCMC algorithms we introduce, in which
proposals are obtained using Normalizing Flows. The marginal distribution
produced by such MCMC algorithms is a mixture of flow-based distributions, thus
drastically increasing the expressivity of the variational family. Unlike
previous methods following this direction, our approach is amenable to the
reparametrization trick and does not rely on computationally expensive reverse
kernels. Extensive numerical experiments show clear computational and
performance improvements over state-of-the-art methods.
"
2024-08-12T18:17:41.207779,2018-12-14 19:31:38,1812.08343,"{'authors': 'Hossein Nadeb, Hamzeh Torabi, Ali Dolati', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1064984', 'submitter': 'Hamzeh Torabi', 'url': 'https://arxiv.org/abs/1812.08343'}",arxiv-abstracts,"  Let $ X_{\lambda_1},\ldots,X_{\lambda_n}$ be dependent non-negative random
variables and $Y_i=I_{p_i} X_{\lambda_i}$, $i=1,\ldots,n$, where
$I_{p_1},\ldots,I_{p_n}$ are independent Bernoulli random variables independent
of $X_{\lambda_i}$'s, with ${\rm E}[I_{p_i}]=p_i$, $i=1,\ldots,n$. In actuarial
sciences, $Y_i$ corresponds to the claim amount in a portfolio of risks. In
this paper, we compare the largest claim amounts of two sets of interdependent
portfolios, in the sense of usual stochastic order, when the variables in one
set have the parameters $\lambda_1,\ldots,\lambda_n$ and $p_1,\ldots,p_n$ and
the variables in the other set have the parameters
$\lambda^{*}_1,\ldots,\lambda^{*}_n$ and $p^*_1,\ldots,p^*_n$. For
illustration, we apply the results to some important models in actuary.
"
2024-08-12T18:16:31.963820,2008-09-15 07:42:22,0809.2456,"{'authors': 'W. Zawadzki, P. Pfeffer, R. Bratschitsch, Z. Chen, S. T. Cundiff, B.\n  N. Murdin, C. R. Pidgeon', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:82630', 'submitter': 'Wlodek ZawadzkiI', 'url': 'https://arxiv.org/abs/0809.2456'}",arxiv-abstracts,"  The temperature dependence of the electron spin $g$ factor in GaAs is
investigated experimentally and theoretically. Experimentally, the $g$ factor
was measured using time-resolved Faraday rotation due to Larmor precession of
electron spins in the temperature range between 4.5 K and 190 K. The experiment
shows an almost linear increase of the $g$ value with the temperature. This
result is in good agreement with other measurements based on photoluminescence
quantum beats and time-resolved Kerr rotation up to room temperature. The
experimental data are described theoretically taking into account a diminishing
fundamental energy gap in GaAs due to lattice thermal dilatation and
nonparabolicity of the conduction band calculated using a five-level kp model.
At higher temperatures electrons populate higher Landau levels and the average
$g$ factor is obtained from a summation over many levels. A very good
description of the experimental data is obtained indicating that the observed
increase of the spin $g$ factor with the temperature is predominantly due to
band's nonparabolicity.
"
2024-08-12T18:16:33.008181,2008-12-14 23:45:07,0812.2697,"{'authors': 'Zhihao Hao, Andrey V. Chubukov', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:98692', 'submitter': 'Andrey Chubukov', 'url': 'https://arxiv.org/abs/0812.2697'}",arxiv-abstracts,"  We re-analyzed the issue whether the resonance peak observed in neutron
scattering experiments on the cuprates is an exciton, a \pi-resonance, or a
magnetic plasmon. We considered a toy model with on-cite Hubbard U and
nearest-neighbor interactions in both charge and spin channels. We found that
the resonance is predominantly an exciton, even if magnetic interaction is
absent and d-wave pairing originates from attractive density-density
interaction. Our results indicate that one cannot distinguish between spin and
charge-mediated pairing interactions by just looking at the resonance peak in
the dynamic spin susceptibility.
"
2024-08-12T18:18:01.942850,2020-08-24 21:54:18,2008.10722,"{'authors': 'Timothy J. Healey', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1337407', 'submitter': 'Tim Healey', 'url': 'https://arxiv.org/abs/2008.10722'}",arxiv-abstracts,"  We consider a class of models for nonlinearly elastic surfaces in this work.
We have in mind thin, highly deformable structures modeled directly as
two-dimensional nonlinearly elastic continua, accounting for finite membrane
and bending strains and thickness change. We assume that the stored-energy
density is polyconvex with respect to the second gradient of the deformation,
and we require that it grow unboundedly as the local area ratio approaches
zero. For sufficiently fast growth, we show that the latter is uniformly
bounded away from zero at an energy minimizer. With this in hand, we rigorously
derive the weak form of the Euler-Lagrange equilibrium equations.
"
2024-08-12T18:17:38.774111,2018-10-04 00:11:19,1810.02009,"{'authors': 'A.C. Burgess, P. Danziger and T. Traetta', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1032272', 'submitter': 'Andrea Burgess', 'url': 'https://arxiv.org/abs/1810.02009'}",arxiv-abstracts,"  The Hamilton-Waterloo Problem HWP$(v;m,n;\alpha,\beta)$ asks for a
2-factorization of the complete graph $K_v$ or $K_v-I$, the complete graph with
the edges of a 1-factor removed, into $\alpha$ $C_m$-factors and $\beta$
$C_n$-factors, where $3 \leq m < n$. In the case that $m$ and $n$ are both
even, the problem has been solved except possibly when $1 \in \{\alpha,\beta\}$
or when $\alpha$ and $\beta$ are both odd, in which case necessarily $v \equiv
2 \pmod{4}$. In this paper, we develop a new construction that creates
factorizations with larger cycles from existing factorizations under certain
conditions. This construction enables us to show that there is a solution to
HWP$(v;2m,2n;\alpha,\beta)$ for odd $\alpha$ and $\beta$ whenever the obvious
necessary conditions hold, except possibly if $\beta=1$; $\beta=3$ and
$\gcd(m,n)=1$; $\alpha=1$; or $v=2mn/\gcd(m,n)$. This result almost completely
settles the existence problem for even cycles, other than the possible
exceptions noted above.
"
2024-08-12T18:16:52.476618,2012-11-26 14:41:05,1211.5970,"{'authors': 'Andre Thiaville, Stanislas Rohart, Emilie Jue, Vincent Cros, Albert\n  Fert', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:387685', 'submitter': ""Andr\\'e Thiaville"", 'url': 'https://arxiv.org/abs/1211.5970'}",arxiv-abstracts,"  We explore a new type of domain wall structure in ultrathin films with
perpendicular anisotropy, that is influenced by the Dzyaloshinskii-Moriya
interaction due to the adjacent layers. This study is performed by numerical
and analytical micromagnetics. We show that these walls can behave like Neel
walls with very high stability, moving in stationary conditions at large
velocities under large fields. We discuss the relevance of such walls, that we
propose to call Dzyaloshinskii domain walls, for current-driven domain wall
motion under the spin Hall effect.
"
2024-08-12T18:16:39.726360,2010-07-05 18:07:50,1007.0736,"{'authors': ""Yves Brihaye, T\\'erence Delsate, Nobuyuki Sawado, Yuta Kodama"", 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:199704', 'submitter': ""Delsate T\\'erence"", 'url': 'https://arxiv.org/abs/1007.0736'}",arxiv-abstracts,"  We consider a six dimensional brane world model, where the brane is described
by a localized solution to the baby-Skyrme model extending in the
extradimensions. The branes have a cosmological constant modeled by inflating
four dimensional slices and we further consider a bulk cosmological constant.
We construct solutions numerically and present evidences that the solutions
cease to exist for large values of the brane cosmological constant in some
particular case. Then we study the stability of the model by considering
perturbation of the gravitational part (resp. baby skyrmion) with fixed matter
fields (resp. gravitational background). Our results indicate that the
perturbation equations do not admit localized solutions for certain type of
perturbation. The stability analysis can be alternatively seen as leading to a
particle spectrum; we give mass estimations for the baby-Skyrme perturbation
and for the graviton.
"
2024-08-12T18:16:45.916564,2011-10-04 14:27:19,1110.0701,"{'authors': 'G\\""unter Steinmeyer, Ayhan Demircan, Carsten Br\\\'ee', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:291569', 'submitter': 'G\\""unter Steinmeyer', 'url': 'https://arxiv.org/abs/1110.0701'}",arxiv-abstracts,"  In a recent publication [Phys. Rev. Lett. 107, 103901 (2011)], Wahlstrand et
al. reported to observe no indications for the appearance of the higher-order
Kerr effect in a parameter regime that was previously found to display this
phenomenon [Opt. Express 17, 13429 (2009)]. Here we show that careful analysis
of the original experimental data of Wahlstrand et al. reveals a 22%
saturation, i.e., direct proof for the appearance of the higher-order Kerr
effect. In the light of these findings, the validity of Wahlstrand et al.'s
main conclusions appears highly questionable.
"
2024-08-12T18:18:20.716038,2021-12-15 18:50:14,2112.08342,"{'authors': 'Qingyang Wu, Song Feng, Derek Chen, Sachindra Joshi, Luis A. Lastras,\n  Zhou Yu', 'full_text_license': 'arXiv.org - Non-exclusive license to distribute - http://arxiv.org/licenses/nonexclusive-distrib/1.0/', 'license': 'Creative Commons Zero - Public Domain - https://creativecommons.org/publicdomain/zero/1.0/', 'provenance': 'arxiv-abstracts-dolma-0000.json.gz:1566900', 'submitter': 'Qingyang Wu', 'url': 'https://arxiv.org/abs/2112.08342'}",arxiv-abstracts,"  Collecting data for training dialog systems can be extremely expensive due to
the involvement of human participants and need for extensive annotation.
Especially in document-grounded dialog systems, human experts need to carefully
read the unstructured documents to answer the users' questions. As a result,
existing document-grounded dialog datasets are relatively small-scale and
obstruct the effective training of dialogue systems. In this paper, we propose
an automatic data augmentation technique grounded on documents through a
generative dialogue model. The dialogue model consists of a user bot and agent
bot that can synthesize diverse dialogues given an input document, which are
then used to train a downstream model. When supplementing the original dataset,
our method achieves significant improvement over traditional data augmentation
methods. We also achieve great performance in the low-resource setting.
"
